c1144dfca7ce1f5d8311ba7566a3cbcc7f553025a03e5df6a61b0f17d49451bd,56c6eafbe65d79069d6ac79e7560eb42fa7a941e8ac3c0fa259bda2fbd2ee5db,d805e08fd2ab6e89c9a8888eb2ef5a61795afb60b85c75675229439c34ac3568,2005-08-12
ae978aa10c628b27427ff2615ad925abdf4171fc7b4d1f7067bd35b23960d371,286d1cb12daf5f2bc914c77a65266df72a74e1ea11ea4bbe690a4a241de1d909,318fe0930215dce9d44c31227a7810508c5146b0a46be902b956a07d24610526,1951-04-10
41f5946ca353af3142de56166e703d7c79796e2cbc951ac378f10806640be67c,7073d36fcdf2d56f4a7658dfdbeb6b1213d9f0586d3a188ae7eba40b3ee5a101,5c03ca53eaac2139cdc1868a3b4c72af5813ca44a48d3f486d32a7ef800a2a29,1980-06-15
cfcf6e6bde5819a84bb34c873d15ffde5c2d506a96435b232692d330d003b2aa,503046646e0c61a5fe27c74a0da0aea7affe2c6a6cc1c77d42241db9e77d0716,766c0c344f8d53077e300ce796bd74e8e4ad7647cd42c8bc6a904ed51f7296d7,1938-08-24
abaa68c541efe0fc9bdc55fedf664487cf572ec27dbeb35223bdb4f8faa2e709,3013b18f4387bbe12cdb6d3ba9aa45a36adce32485da62113f97163f16beda66,f00cfd0dc2ab649ed9709cc808b2e79398792df8f46d5f353026515fa6964eb5,1997-09-16
a6b54c20a7b96eeac1a911e6da3124a560fe6dc042ebf270e3676e7095b95652,9f542590100424c92a6ae40860f7017ac5dfbcff3cb49b36eace29b068e0d8e1,a6c8c670a5a9f763ebccc265fa0ada85a6074abc6faf4cca23b3e05f4fc25e2f,2000-08-12
2238dd61a1bf83816b40ad894518814b8edf7221d84d897ffd2c0466ace07c41,82c268188cd665768bce0f6fd610a7c78d1e3991798c43aa6f1f41a2bf44cf84,eba4b7364f82301d57c78372d9e7f5b984457cd3898622a00af2c0193cdef714,1973-03-24
5714e04739071aabdf34a209fcec4c33976a969dd2ca1c5007b406b2d8642bc5,21f5358c1fd3b713a0b8d13634c18d381383d67b2ab0f04c1282cd283c49d82d,f55df618003d23ff6dc7f4e0deb8f4871943cd5ac0ac6b6dba994101be154ce0,1938-04-26
190eb3ebae2b41124493ac98ac49717fbd290156ca2e0de5f1d5c25a11e89120,8f7e5c6b6c01136411aae6ff67d694d0e76394eb08640c34b22905fe37774fcf,a99bc8f6b4efa48facbceec1306050d876e866d68db2ae72214a908250f6f8ca,2000-03-29
f6dce2c608ef3fd522dcd3a4ab897f855945309f2d04e64f86e507730137596a,0667cde850076b50ab46b1492b889f6440755e51b8c36f51c05d2571ea2e5ca8,10dc1880675022754144a6f783c8bf774651a7ea57242992a4a1fae17eab2dd9,1975-01-29
86b4c4510b01eed5f8477e4a22f72f2b0bf68a4a294fe5ff8ab0ceedffbec67d,c625ca57418821d8e717df1b71bf589a042d8fc0f0a2c3776090e155d2d377d3,6be007aa934b1d399acb6077cf395638ad517428aa93b4cf39902e2ca053d86b,1945-04-29
5c607f66c4a21215bdddbedde8eb8e3f939f9dcfc6e210c6dda2514d52d36103,9f542590100424c92a6ae40860f7017ac5dfbcff3cb49b36eace29b068e0d8e1,cbdf194a408c233485f1f48c0b401b403334563082efe4363ddd674c55e2c1f7,1995-11-21
fd6045b6fc1949fcc41cc5d7b98bc0203a650d55522aa814024898aba5aa0f7c,206b7cc7aab4f2fcf9b1d8eb49942d1f6d4d3aa35026fa071d64e19125208d99,2d0ecdce4afa803e8521b400da269b741dd8a932d5b91b71e975a38dab25d003,1989-12-08
a5cccbcead7dcd65375ec6ea6ec28e3cd59af94417bbbee3276764c5d60ae5e9,5fc165254f4f817ba6f8b6f80c08b3174c0fea225398b5b84c17c0af975feacf,c75dfcce7df2c13b6c82c67d82b0c27ca5255ad30106da4c3dec3421ce71b18b,1972-02-05
4256e512fcfb03cad0ee741589ec9ea9d525dc2af0ebb1d5db1ffa9eb4cc3f49,3013b18f4387bbe12cdb6d3ba9aa45a36adce32485da62113f97163f16beda66,e0490a6e32a4c246a00925dac2e3f4b1b6a3bc54bf2586fde8e141b3b45e2ff7,1935-08-25
7109d8f136e85769be75b14e3f05bb3adf6671be072bf43539a0a7e03e21cea4,46ec12fe95e3a69db8ad22110b9b7f53e2a3b9330f0c12b7f7bdb63cefe2cc3e,c9062916aa3e93ea983855a934ee45da45303f555e419cb1e82d3f53ce705696,1994-09-11
f089eaef57aba315bc0e1455985c0c8e40c247f073ce1f4c5a1f8ffde8773176,edca4c8901ba3d174cdf18361ba129178ee3e917bb21c6e6a7b76312c0c570da,609b25090efe52d028fc8f02c2ee8dd0bfab8670fc96982fde457adf478b353c,1965-05-05
c153ae91ed7a0ca4cf353f6d59fd3adf765037540b91453f7fd672cad7dbbddd,d9e1b51ac9805a3979ca7c91a3c612b2d5875949c994c5c0bc07947886b76eed,2734c26f861b0cba56b748b3ca6772c71d244f28778f5577e95e49ad52677c59,1979-03-27
10035d78c4e97ca94d06900d34cad983daba0231daf66fe9f993f88b8d79b11c,a79008eeb19696fe85e6c367ddf1e44322f14d22da9ac0d7986630979aed6196,39d675e6ed8237e8bdde875d629a7af34276010a3e213f23e68e5a5ea159b7f1,1980-05-31
3d93e232010a53bbc18fad2f9bf209d79c52720759f3961ad88487d99942d4c1,18f285592896ec8ead1b69d90ee4080300ba8dc31665a6ad97550c8f81b15502,bf0622a83452e58bb45b8f51fcee533a598d37b0a90c7328c963b0e4fc896ec9,1984-02-01
248715109e6a2d0c23343a5dda82be162326e4715ec69bb8f24755848739d910,81f16575878f411f316d404008ac7908b58fe71f6cbfc58471036beafd745ff6,4b35db2aa223137f2111f08028e6074843ee9b464a0bc1fd3d3d96b020d62e81,2004-08-04
e10d850954a8e6113899eda0b14aa4706caaa04a73a804a693360816f6360c8d,f44c4b0766fc9f085ee869651e9e435f80588520e3db0f08a2112891d29dc5ab,67ddb02d8d6e805b97bb307d913ac52d0d336bad3721fb31e93216e9a5571ce8,1973-12-07
bda0a01c76aae97ef15d6b792f3dc3cbb6609d611e9c563a54a1393fe685e31b,11a4f480c4c0a039dd074473f0ffbb5de073500b3c25d08a774143b1ee4a0c9b,f1975be8c901f304fc28d3e09c7fa1dbed77f279b05d70dc8d245dca6918724f,1941-10-19
1deb0a3b86750d0e4a4c21dc9601736954ae5ccac654c57f3d45563a1f595998,99a52df3ff3d499488e2fa28150c4106a2cb5e928891a830a9aa3922b2d32160,cd555689eff43dbda910c917e0e9dc6fdde2205723aff2514f28cc7d23bcd15d,1965-12-19
78a1a1dae4e56fb0aba67dadc5ab5ab808f505137efedecfb7c2f12a4195c58b,683313d69084379711e47f9e23cc8d7a4cf1a3fac5b48a8b6c560232ef7619a6,b123b633f431b13941d2ebcc55b16284317cac8b89d5b0a525d74bdd19c4f506,2001-06-04
b8c18c6a3877270cdab18312f839179e99b4cf06f355d29c473c76bdf665f0d9,7f5595a907dc65e24ef1ace09f68b08bd9c8028ea2076de1aa37b18f638e4f09,45504265c2e9f689cc6fd97f2b1ccbe205db485ffe498b2a79e4aa6f4bb0c1fb,1955-12-26
78a1a1dae4e56fb0aba67dadc5ab5ab808f505137efedecfb7c2f12a4195c58b,7efa869d0364eea0cd0106a2ef4d1ae9eaec58fe62928c3f1af8fa8da9204ea0,a416f30194e433474b97cacf89d4017ade46b87108f5abc19dab6c0c2638c176,1985-02-27
ae42f8390d896d3e355315efe08fef67c64fdca09ec0152b88bef9499c9f3c11,457e52d90b803cf0e512da20ff9aaa4d3283aa491f43dee1cdc260dae03297f3,ab617a03fcccb120eac95e88697e0e19bce6958c5fab95120e25db37f09ca4f6,2002-07-07
1deb0a3b86750d0e4a4c21dc9601736954ae5ccac654c57f3d45563a1f595998,bae2c1bcefc9da8e029a8a85ac35a37f2311039fe27fb05ddc0d1ebe177719b5,a91866ccad2ac1b2db33b3f403a7940cdcaa95d511347b473b1ce55966e04fe5,1968-03-18
55f21269c7d1d2af8739a689e2ca885b86a59cbf14372c71db368595e4049821,f6f7e02bd0286ce088026be5c0b8ebdba16280e940b4c5b52b4dcff01542b180,1f85efaf61324b6003a8ed71ec216679d6a1976bc03f10a599a18cfad88ad759,1952-08-21
